stage,central_nervous_system,endoderm,hematopoietic_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,neural_crest,notochord,paraxial_mesoderm,periderm
10hpf,10.32,0,0,0,0,0,0,0,0,0
12hpf,13.49,0,1.93,0,1.93,1.93,0,1.93,32.77,5.78
14hpf,26.75,0,3.34,0,3.34,0,0,0,6.69,0
16hpf,38.97,0,8.2,10.25,22.56,6.15,2.05,2.05,36.91,8.2
19hpf,61.3,0,0,4.38,10.95,4.38,4.38,0,6.57,15.32
24hpf,134,2,9,0,31,17,14,0,92,27
2dpf,285.25,19.18,31.69,25.02,115.1,274.41,40.04,0.83,135.12,62.56
3dpf,589.59,25.86,10.92,13.22,10.92,106.31,11.49,0,21.84,29.88
5dpf,90.96,10.85,42.38,29.98,17.57,229.99,14.47,11.37,84.76,148.33
10dpf,177.59,25.1,24.47,21.34,6.9,136.17,4.39,0,37.65,20.08
