stage,central_nervous_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,neural_crest,notochord,paraxial_mesoderm,periderm
14hpf,3.34,0,0,0,0,0,0,0
2dpf,5,0.83,4.17,1.67,0,0,0.83,0.83
3dpf,12.07,0,0,9.77,0,0,0.57,2.3
5dpf,6.72,1.03,1.03,16.54,0.52,1.03,2.58,5.17
10dpf,5.02,0,0,5.65,0,0,1.26,0.63
