stage,central_nervous_system,hematopoietic_system,lateral_mesoderm,mesenchyme,paraxial_mesoderm
2dpf,0,0,0.83,1.67,0
3dpf,43.67,0.57,0,2.87,0
5dpf,2.07,1.03,0,2.07,0.52
10dpf,14.43,0,0.63,1.26,0
