stage,central_nervous_system,endoderm,hematopoietic_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,neural_crest,notochord,paraxial_mesoderm,periderm
10hpf,92.91,0,0,0,0,0,0,0,10.32,41.29
12hpf,449.17,13.49,0,9.64,61.69,0,1.93,5.78,115.67,229.4
14hpf,217.35,6.69,20.06,10.03,30.09,0,3.34,3.34,60.19,56.85
16hpf,239.95,8.2,49.22,41.02,67.68,12.3,6.15,4.1,73.83,88.19
19hpf,446.59,6.57,24.08,35.03,56.92,6.57,4.38,6.57,39.41,122.59
24hpf,626,7,219,28,127,45,33,1,135,123
2dpf,220.2,10.84,21.69,40.87,86.74,145.96,29.19,4.17,55.88,78.4
3dpf,577.52,39.08,21.26,40.8,21.84,212.62,8.62,0,31.03,61.49
5dpf,114.22,12.4,81.14,73.91,31.53,250.66,16.54,14.47,77.01,243.43
10dpf,262.31,28.87,55.85,65.89,13.81,234.07,12.55,0.63,42.67,53.34
