stage,central_nervous_system,hematopoietic_system,mesenchyme,neural_crest,paraxial_mesoderm,periderm
2dpf,0,0,0,1.67,0,0
5dpf,0.52,21.19,1.03,0,0.52,4.13
10dpf,0.63,12.55,0,0,0,0
