stage,central_nervous_system,endoderm,hematopoietic_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,neural_crest,notochord,paraxial_mesoderm,periderm
10hpf,1352.31,51.61,10.32,0,495.5,10.32,0,72.26,753.57,609.05
12hpf,1399.55,73.25,7.71,52.05,410.61,77.11,5.78,100.24,838.57,493.5
14hpf,334.39,13.38,40.13,53.5,120.38,33.44,3.34,13.38,374.51,581.83
16hpf,760.85,53.32,121,77.93,416.32,125.1,16.41,47.17,682.92,1550.42
19hpf,869.11,6.57,32.84,52.54,155.43,43.78,15.32,2.19,144.49,1731.65
24hpf,436,28,87,165,311,149,34,4,255,701
2dpf,447.9,6.67,30.86,167.65,391.18,532.14,49.21,5.84,214.36,448.73
3dpf,506.26,26.43,23.56,74.13,47.7,690.72,22.99,0,48.27,155.73
5dpf,256.35,16.54,85.28,224.3,58.4,919.96,22.22,4.65,138.51,678.08
10dpf,550.97,46.44,140.57,209.6,47.69,979.58,26.98,0,116.09,193.28
