stage,central_nervous_system,endoderm,hematopoietic_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,neural_crest,notochord,paraxial_mesoderm,periderm
10hpf,681.31,0,0,0,113.55,10.32,0,0,2178.14,41.29
12hpf,514.71,3.86,0,0,55.9,9.64,0,9.64,1089.18,57.83
14hpf,575.14,3.34,0,3.34,26.75,10.03,0,6.69,829.28,40.13
16hpf,328.13,6.15,2.05,12.3,77.93,0,2.05,6.15,477.84,34.86
19hpf,921.65,0,2.19,17.51,39.41,2.19,0,15.32,225.49,19.7
24hpf,954,0,7,16,34,9,2,4,119,35
2dpf,570.51,5.84,13.35,45.87,78.4,105.93,25.86,3.34,170.99,57.55
3dpf,507.99,7.47,1.72,20.11,2.3,23.56,5.17,0,26.43,10.34
5dpf,90.45,3.62,6.72,49.62,5.69,58.92,6.2,6.72,21.71,39.8
10dpf,96.64,3.77,0,24.47,0.63,11.92,0.63,0,7.53,4.39
