stage,central_nervous_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,neural_crest,paraxial_mesoderm,periderm
12hpf,1.93,0,0,0,0,0,0
19hpf,2.19,0,0,0,0,0,0
24hpf,1,0,0,0,0,0,0
2dpf,10.01,0.83,0.83,0,1.67,0.83,0
3dpf,63.21,0,1.15,3.45,0.57,0,0
5dpf,0,1.03,0,2.07,0,0,0.52
10dpf,15.69,0,0,1.26,0,0,0.63
