stage,central_nervous_system,endoderm,hematopoietic_system,lateral_mesoderm,mesenchyme,notochord,paraxial_mesoderm,periderm
3dpf,0,1.15,0,0,0,0,0,0.57
5dpf,0,0,0.52,1.03,5.17,0.52,1.03,3.1
10dpf,1.26,0,0,0,3.14,0,0.63,0
