stage,central_nervous_system,intermediate_mesoderm,mesenchyme,periderm
2dpf,0,0.83,0,10.01
3dpf,0.57,0.57,0,0.57
5dpf,0,0.52,0,3.1
10dpf,0.63,0.63,0.63,0.63
