stage,central_nervous_system,hematopoietic_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,neural_crest,periderm
3dpf,1.15,0,1.72,1.72,1.15,0,1.15
5dpf,0,0.52,6.2,0.52,2.58,0.52,2.58
10dpf,0,0.63,0,0,1.26,0,6.28
