stage,central_nervous_system,hematopoietic_system,lateral_mesoderm,mesenchyme,neural_crest,paraxial_mesoderm,periderm
3dpf,21.84,0,0.57,3.45,0,0.57,0
5dpf,2.07,0.52,0,2.07,0,1.55,1.55
10dpf,23.85,1.88,0,3.77,0.63,1.26,0
