stage,central_nervous_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,neural_crest,paraxial_mesoderm,periderm
2dpf,4.17,0,1.67,5.84,0,0,0.83
3dpf,95.39,0.57,0.57,5.75,1.72,0,0
5dpf,1.55,0.52,0.52,3.1,1.03,1.55,0.52
10dpf,33.26,0,0,3.14,0.63,0.63,0
