stage,central_nervous_system,endoderm,hematopoietic_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,neural_crest,notochord,paraxial_mesoderm,periderm
10hpf,1063.26,30.97,10.32,0,144.52,0,0,10.32,227.1,206.46
12hpf,1287.74,7.71,9.64,15.42,171.57,48.19,3.86,75.18,379.77,331.57
14hpf,137.1,3.34,16.72,6.69,13.38,23.41,10.03,10.03,60.19,36.78
16hpf,196.88,26.66,2.05,6.15,51.27,28.71,18.46,14.36,88.19,143.56
19hpf,315.24,13.14,6.57,13.14,48.16,32.84,19.7,8.76,15.32,507.89
24hpf,349,33,5,27,166,105,29,5,104,383
2dpf,833.24,50.04,29.19,137.62,488.77,860.77,81.74,20.85,321.12,764.85
3dpf,1178.6,179.86,16.66,78.15,55.74,859.09,22.99,0.57,79.3,260.31
5dpf,348.34,140.58,60.99,274.95,75.97,1089.48,36.18,64.09,210.87,1424.9
10dpf,192.65,136.17,33.89,135.55,18.2,478.81,12.55,1.26,47.69,146.22
