stage,central_nervous_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,paraxial_mesoderm,periderm
24hpf,0,0,0,6,0,0
2dpf,0.83,0,0,30.03,2.5,1.67
3dpf,5.75,0,0.57,29.31,0,0
5dpf,1.03,0.52,0.52,14.99,0,5.17
10dpf,1.26,0.63,0,9.41,0,1.26
