stage,central_nervous_system,endoderm,hematopoietic_system,intermediate_mesoderm,mesenchyme,neural_crest,notochord,paraxial_mesoderm,periderm
24hpf,3,0,0,0,0,0,0,0,0
2dpf,1.67,2.5,0,0,0,0,2.5,0,0
3dpf,0.57,2.87,0,0,0.57,0,0,0,0
5dpf,1.55,5.17,2.07,0,2.58,0,0,0.52,3.1
10dpf,4.39,18.2,0,0.63,3.77,0.63,0,1.88,0
