stage,central_nervous_system,endoderm,lateral_mesoderm,mesenchyme,neural_crest,periderm
24hpf,0,0,1,0,0,0
2dpf,0,0,1.67,3.34,0.83,0
3dpf,17.24,0,0,3.45,0,0
5dpf,2.58,0.52,0,3.62,0.52,0.52
10dpf,8.79,0.63,0.63,5.02,0,0
