stage,central_nervous_system,endoderm,hematopoietic_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,neural_crest,notochord,paraxial_mesoderm,periderm
10hpf,0,0,0,0,0,0,0,0,0,10.32
12hpf,0,1.93,0,3.86,9.64,0,0,0,1.93,38.56
14hpf,0,0,0,0,0,0,0,0,0,63.53
16hpf,4.1,4.1,0,6.15,26.66,2.05,0,0,4.1,90.24
19hpf,13.14,0,0,8.76,91.95,0,0,0,0,70.05
24hpf,19,1,2,84,77,3,2,3,9,21
2dpf,598.03,7.51,1.67,206.02,204.35,233.54,20.02,25.86,132.62,32.53
3dpf,174.12,12.07,1.72,74.7,65.51,224.11,5.75,0,44.82,28.73
5dpf,375.73,26.36,6.72,214.48,42.38,244.98,10.34,29.98,80.63,103.37
10dpf,169.43,23.85,2.51,133.04,46.44,286.78,6.9,0.63,48.95,22.59
