stage,central_nervous_system,endoderm,intermediate_mesoderm,lateral_mesoderm,mesenchyme,neural_crest,paraxial_mesoderm,periderm
2dpf,0.83,0,0.83,0,0,0,0,0
3dpf,9.19,0,0.57,0,6.32,0,0,0
5dpf,2.58,6.2,0.52,0,7.24,1.03,0,2.07
10dpf,8.16,11.3,0.63,0.63,18.83,0,0.63,0.63
