stage,central_nervous_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,notochord,paraxial_mesoderm,periderm
2dpf,0.83,0,0,0,0.83,0,0
3dpf,6.9,2.3,0,1.72,0,0,0
5dpf,7.24,1.03,0.52,2.58,0,1.03,0.52
10dpf,9.41,0,0,1.26,0,0,0
