stage,central_nervous_system,endoderm,hematopoietic_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,neural_crest,notochord,paraxial_mesoderm,periderm
10hpf,0,0,0,0,0,0,0,0,10.32,0
12hpf,5.78,0,0,1.93,3.86,0,0,3.86,28.92,0
14hpf,13.38,0,3.34,3.34,3.34,3.34,0,3.34,13.38,53.5
16hpf,6.15,0,0,0,16.41,6.15,0,6.15,141.51,4.1
19hpf,13.14,0,0,0,6.57,15.32,0,2.19,6.57,118.22
24hpf,14,0,13,0,21,32,1,0,76,56
2dpf,272.74,0.83,30.03,11.68,231.04,779.03,45.87,38.37,200.18,306.94
3dpf,1360.19,19.54,57.46,14.94,99.99,1632.57,25.28,0.57,95.39,139.64
5dpf,146.78,28.43,142.13,52.2,60.47,1133.92,32.04,8.79,152.98,370.05
10dpf,909.3,35.77,249.13,42.04,79.07,1209.88,32,0,141.82,109.82
