stage,central_nervous_system,endoderm,intermediate_mesoderm,lateral_mesoderm,mesenchyme,neural_crest,paraxial_mesoderm,periderm
24hpf,1,0,0,0,0,0,0,0
2dpf,17.52,0,5.84,1.67,0.83,0,0.83,0.83
3dpf,7.47,0,0,0,0,0,0,0
5dpf,14.99,0.52,1.03,0,2.07,0.52,0,0.52
10dpf,5.02,0,0.63,0.63,1.26,0,0,0
