stage,central_nervous_system,endoderm,hematopoietic_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,neural_crest,notochord,periderm
2dpf,12.51,0.83,0,0,3.34,5,0,0.83,66.73
3dpf,6.9,2.3,0,0,2.3,6.32,0,0,17.81
5dpf,5.17,2.58,1.03,3.1,1.55,9.82,0.52,0,78.56
10dpf,1.88,3.77,0,1.26,1.26,1.88,1.26,0,16.32
