stage,central_nervous_system,endoderm,hematopoietic_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,periderm
2dpf,0.83,0,0,0.83,0,0.83,5.84
3dpf,2.3,0.57,0,0,0,0,2.3
5dpf,1.03,0,0.52,0.52,0,0,6.2
10dpf,1.26,0,1.88,0,0.63,0,5.02
