stage,central_nervous_system,hematopoietic_system,lateral_mesoderm,mesenchyme,periderm
2dpf,0.83,3.34,1.67,0,0
5dpf,0.52,6.72,0.52,1.55,1.55
10dpf,0,8.16,0,0,0
