stage,central_nervous_system,endoderm,hematopoietic_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,neural_crest,notochord,paraxial_mesoderm,periderm
10hpf,72.26,0,0,0,10.32,20.65,0,0,0,103.23
12hpf,217.84,30.84,1.93,5.78,96.39,26.99,0,52.05,142.65,185.06
14hpf,73.56,3.34,10.03,0,26.75,10.03,0,33.44,63.53,83.6
16hpf,118.95,8.2,8.2,28.71,110.74,30.76,0,51.27,108.69,114.85
19hpf,83.19,0,4.38,8.76,50.35,8.76,0,30.65,21.89,83.19
24hpf,137,1,4,35,73,32,23,14,128,59
2dpf,410.37,16.68,29.19,125.11,271.07,472.09,73.4,31.69,176.82,447.06
3dpf,1500.97,22.41,9.77,69.53,33.33,702.79,16.66,0.57,37.35,154.58
5dpf,108.53,29.98,34.11,187.09,40.83,378.84,42.38,65.64,78.04,636.73
10dpf,500.77,43.3,30.75,123.62,43.3,559.76,21.34,4.39,46.44,235.32
