stage,central_nervous_system,endoderm,hematopoietic_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,neural_crest,notochord,paraxial_mesoderm,periderm
10hpf,0,0,0,0,0,0,0,0,10.32,0
12hpf,13.49,1.93,0,0,50.12,19.28,0,1.93,0,0
14hpf,36.78,3.34,0,3.34,66.88,30.09,0,0,3.34,6.69
16hpf,14.36,18.46,0,0,53.32,22.56,0,2.05,0,14.36
19hpf,13.14,0,0,6.57,45.97,15.32,0,4.38,0,10.95
24hpf,38,9,2,25,105,31,1,0,7,19
2dpf,137.62,6.67,5.84,119.27,309.44,439.56,5.84,3.34,59.22,64.22
3dpf,237.33,10.92,7.47,44.25,58.61,551.66,1.15,0,26.43,44.82
5dpf,67.19,18.61,40.31,131.79,40.83,439.82,8.27,16.02,50.13,206.21
10dpf,99.78,9.41,21.34,57.73,17.57,285.53,3.14,0,18.83,39.53
