stage,central_nervous_system,intermediate_mesoderm,mesenchyme,neural_crest,notochord,paraxial_mesoderm,periderm
2dpf,1.67,0,0.83,0,0,0,0
3dpf,18.39,0.57,8.05,0,0,1.15,0.57
5dpf,2.07,0.52,3.62,0,0.52,0,1.03
10dpf,10.67,0,5.65,0.63,0,1.26,0.63
