stage,central_nervous_system,endoderm,hematopoietic_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,neural_crest,notochord,paraxial_mesoderm,periderm
10hpf,20.65,0,0,0,0,0,0,0,0,10.32
12hpf,23.13,3.86,0,3.86,21.21,3.86,0,1.93,13.49,5.78
14hpf,16.72,0,0,3.34,3.34,0,0,3.34,0,13.38
16hpf,18.46,2.05,2.05,2.05,4.1,6.15,2.05,0,6.15,8.2
19hpf,111.65,0,0,0,8.76,2.19,0,0,0,6.57
24hpf,45,0,3,1,10,3,0,0,6,0
2dpf,75.9,2.5,4.17,13.35,82.57,48.38,8.34,1.67,21.69,30.03
3dpf,82.75,1.15,0.57,1.15,1.15,18.39,1.15,0,2.87,6.32
5dpf,21.71,2.58,19.12,7.75,14.99,62.54,2.58,1.03,11.37,19.12
10dpf,12.55,0,4.39,0.63,0.63,4.39,0.63,0,0.63,0
