stage,central_nervous_system,hematopoietic_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,notochord,paraxial_mesoderm,periderm
19hpf,0,0,0,0,0,0,0,6.57
24hpf,1,0,0,0,0,0,0,17
2dpf,1.67,0.83,0.83,0.83,0.83,0.83,0.83,115.1
3dpf,0,0,0,0,0,0,0,10.92
5dpf,0.52,0,0,0.52,1.03,0,0,21.71
10dpf,0,0,0,0,0,0,0,10.67
