stage,central_nervous_system,hematopoietic_system,mesenchyme,neural_crest,periderm
2dpf,2.5,0,0,0,0.83
3dpf,39.65,0,0,0,0
5dpf,2.58,0,1.55,0.52,0.52
10dpf,8.79,1.26,1.26,0,0
