stage,central_nervous_system,endoderm,hematopoietic_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,neural_crest,notochord,paraxial_mesoderm,periderm
10hpf,72.26,0,10.32,0,10.32,0,0,0,0,30.97
12hpf,100.24,1.93,5.78,0,19.28,9.64,0,9.64,61.69,32.77
14hpf,16.72,0,6.69,0,6.69,10.03,0,0,20.06,13.38
16hpf,65.63,0,10.25,4.1,36.91,12.3,6.15,4.1,36.91,38.97
19hpf,61.3,2.19,0,0,8.76,4.38,0,0,4.38,6.57
24hpf,52,1,2,3,14,7,3,0,15,9
2dpf,123.44,3.34,10.01,23.35,80.07,120.11,15.01,3.34,57.55,60.89
3dpf,343.64,9.19,12.64,13.79,13.79,171.24,9.19,0,24.71,31.03
5dpf,65.64,6.2,29.98,29.46,14.99,233.09,23.77,12.4,52.72,136.96
10dpf,171.94,15.06,30.75,29.49,18.83,256.03,13.18,0,45.81,29.49
