stage,central_nervous_system,intermediate_mesoderm,mesenchyme,neural_crest,periderm
2dpf,0.83,0,0,0,0
3dpf,8.05,0.57,2.87,0,0.57
5dpf,0.52,0,2.58,0,1.55
10dpf,6.9,0.63,3.77,1.26,0.63
