stage,central_nervous_system,endoderm,hematopoietic_system,mesenchyme,periderm
3dpf,7.47,0,0,0.57,0.57
5dpf,0,0,0,1.03,22.74
10dpf,1.26,0.63,0.63,0.63,23.85
