stage,central_nervous_system,endoderm,hematopoietic_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,neural_crest,notochord,paraxial_mesoderm,periderm
10hpf,92.91,0,0,0,51.61,0,0,10.32,51.61,41.29
12hpf,163.86,5.78,1.93,1.93,48.19,5.78,1.93,23.13,48.19,80.97
14hpf,214.01,3.34,3.34,23.41,63.53,46.81,0,13.38,70.22,180.57
16hpf,463.48,12.3,51.27,71.78,164.07,75.88,10.25,26.66,200.98,328.13
19hpf,891,2.19,15.32,45.97,146.68,32.84,35.03,6.57,72.24,304.3
24hpf,979,8,207,75,325,123,50,6,225,216
2dpf,521.3,17.52,83.41,85.08,343.64,623.05,87.58,8.34,242.72,255.23
3dpf,1037.23,40.23,40.8,43.1,37.93,509.14,21.84,0,51.72,89.07
5dpf,157.12,18.61,114.74,71.32,51.17,431.04,34.11,22.74,107.5,415.01
10dpf,286.78,22.59,80.95,61.5,24.47,327.57,16.32,0,51.46,57.11
