stage,central_nervous_system,endoderm,hematopoietic_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,neural_crest,periderm
24hpf,0,0,0,0,0,0,0,1
2dpf,0,0,0,0,0.83,1.67,0,0.83
3dpf,6.32,0.57,0,0,0.57,4.6,0,0.57
5dpf,4.65,0.52,0.52,0,0,1.03,0,5.17
10dpf,5.65,0.63,0,0.63,0,0,0.63,5.02
