stage,central_nervous_system,hematopoietic_system,lateral_mesoderm,mesenchyme,neural_crest,paraxial_mesoderm,periderm
2dpf,0,0.83,0.83,2.5,0,0,0
3dpf,6.9,0,0,8.05,0,0,0
5dpf,2.58,0,0,1.03,0,0,1.03
10dpf,7.53,0.63,0,2.51,0.63,0.63,0.63
