stage,central_nervous_system,hematopoietic_system,intermediate_mesoderm,mesenchyme,periderm
2dpf,0,10.84,0.83,0.83,0
3dpf,0.57,6.9,0,0,0.57
5dpf,0,17.06,0,0,0.52
10dpf,0,8.79,0,0,0
