stage,central_nervous_system,endoderm,hematopoietic_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,neural_crest,paraxial_mesoderm,periderm
24hpf,0,0,0,1,0,0,0,0,0
2dpf,5.84,0,0.83,5,1.67,0.83,0,1.67,0.83
3dpf,88.5,0,0,0.57,0,1.15,0,0.57,0
5dpf,10.85,0,1.03,0.52,1.03,6.72,0.52,2.58,3.1
10dpf,129.27,0.63,0,0.63,0.63,3.77,0,0,0
