stage,central_nervous_system,endoderm,hematopoietic_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,neural_crest,notochord,paraxial_mesoderm,periderm
10hpf,61.94,0,0,0,0,0,0,0,0,10.32
12hpf,0,0,0,0,5.78,5.78,0,0,1.93,5.78
14hpf,60.19,0,0,3.34,36.78,10.03,0,0,0,16.72
16hpf,14.36,0,0,0,6.15,4.1,2.05,0,0,14.36
19hpf,131.35,0,0,0,4.38,6.57,50.35,0,0,43.78
24hpf,65,0,1,0,10,5,57,0,3,13
2dpf,120.94,1.67,0.83,31.69,43.37,176.82,64.22,0.83,12.51,11.68
3dpf,349.38,6.32,2.87,36.78,6.9,337.32,17.81,0,2.87,29.88
5dpf,81.14,1.03,4.13,97.68,12.4,216.55,34.63,0.52,3.62,41.35
10dpf,78.44,5.02,2.51,99.15,3.14,101.66,29.49,0,1.26,6.9
