stage,central_nervous_system,hematopoietic_system,intermediate_mesoderm,mesenchyme,paraxial_mesoderm,periderm
2dpf,0,0,0,0,0,1.67
3dpf,1.15,0,0,0,0,5.75
5dpf,1.03,2.07,0.52,3.62,0.52,72.87
10dpf,0.63,0.63,1.88,0.63,0,2.51
