stage,central_nervous_system,hematopoietic_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,paraxial_mesoderm,periderm
24hpf,0,0,0,0,0,0,1
2dpf,2.5,0,0,1.67,0.83,0.83,50.88
3dpf,3.45,0,0,1.15,0,0,9.19
5dpf,9.82,0.52,0.52,0.52,2.58,0,55.82
10dpf,2.51,0,0.63,0,0,0,13.18
