stage,central_nervous_system,endoderm,hematopoietic_system,intermediate_mesoderm,mesenchyme,neural_crest,paraxial_mesoderm,periderm
24hpf,1,5,0,0,0,0,0,1
3dpf,1.72,18.96,0,0,1.72,0,0,1.15
5dpf,3.62,18.09,0.52,1.03,7.75,0.52,1.03,1.55
10dpf,7.53,13.18,0.63,1.88,3.14,0,0,0.63
