stage,central_nervous_system,endoderm,hematopoietic_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,neural_crest,notochord,paraxial_mesoderm,periderm
10hpf,123.88,0,30.97,0,51.61,10.32,0,20.65,82.58,123.88
12hpf,537.84,50.12,25.06,25.06,154.22,23.13,0,127.23,530.13,275.67
14hpf,946.31,16.72,66.88,53.5,113.69,63.53,16.72,56.85,384.54,394.58
16hpf,2524.56,129.2,268.66,205.08,684.97,291.22,71.78,172.27,1234.59,1374.05
19hpf,3233.43,35.03,153.24,148.86,429.08,162,142.3,63.49,475.05,1468.94
24hpf,3674,85,961,245,868,377,212,32,1841,913
2dpf,1759.07,87.58,256.9,233.54,852.43,1406.25,247.72,55.05,642.24,731.48
3dpf,3320.3,198.83,124.12,119.53,83.9,1090.1,49.99,0.57,135.62,263.76
5dpf,590.74,176.76,411.4,428.45,142.13,1534.46,106.98,87.86,455.33,1450.22
10dpf,1116.38,346.4,237.21,306.86,58.99,864.11,40.16,1.26,196.42,219.64
