stage,central_nervous_system,hematopoietic_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,paraxial_mesoderm,periderm
24hpf,0,0,0,0,0,1,0
2dpf,3.34,0.83,0,0.83,0,0.83,0.83
3dpf,4.02,0,0,0,1.15,0.57,0
5dpf,1.03,1.03,0.52,0,0.52,0,0
