stage,central_nervous_system,endoderm,hematopoietic_system,mesenchyme,neural_crest,periderm
2dpf,0,0,31.69,0,0.83,2.5
3dpf,1.72,0,11.49,0.57,0,0
5dpf,0,0,26.88,0,0,0.52
10dpf,0,0.63,13.18,0,0,0
