stage,central_nervous_system,endoderm,hematopoietic_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,neural_crest,notochord,paraxial_mesoderm,periderm
10hpf,6183.44,113.55,30.97,0,1114.88,82.58,0,196.14,2518.8,2188.46
12hpf,5817.95,179.28,34.7,175.43,1488.22,258.32,15.42,354.71,2646.8,1802.45
14hpf,5604.31,90.28,257.48,347.76,1156.98,528.33,96.97,143.79,2186.89,2063.16
16hpf,4567.17,196.88,381.45,307.62,1484.79,594.74,157.91,207.13,2102.09,2231.29
19hpf,6090.31,59.11,166.38,175.13,836.27,365.59,201.4,74.43,757.46,1819.21
24hpf,4427,102,1032,232,1272,578,242,27,1942,874
2dpf,1232.76,60.05,115.1,161.81,631.4,1206.91,196.01,38.37,627.23,435.39
3dpf,3061.71,122.4,168.95,112.06,129.3,1874.49,78.15,1.72,252.27,355.71
5dpf,699.79,110.6,406.23,335.94,185.02,2780.02,158.15,246.01,631.05,2133.47
10dpf,2095.96,354.56,506.42,478.81,215.24,3836.11,153.75,6.9,721.66,544.7
