stage,central_nervous_system,endoderm,hematopoietic_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,neural_crest,notochord,paraxial_mesoderm,periderm
10hpf,10.32,0,0,0,10.32,0,0,0,0,0
12hpf,9.64,0,3.86,53.98,52.05,9.64,0,3.86,15.42,25.06
14hpf,6.69,0,0,80.25,70.22,20.06,0,0,0,10.03
16hpf,2.05,0,0,14.36,65.63,14.36,0,2.05,6.15,6.15
19hpf,6.57,0,0,2.19,21.89,2.19,0,0,0,0
24hpf,9,0,2,3,9,2,2,0,2,2
2dpf,82.57,0.83,3.34,23.35,30.86,68.39,13.35,1.67,20.85,29.19
3dpf,228.13,1.72,1.15,14.94,5.17,62.06,2.87,0,10.92,25.28
5dpf,27.39,1.55,9.82,29.46,7.24,49.62,6.2,0.52,18.61,132.82
10dpf,75.3,0.63,5.65,41.42,3.14,45.81,13.81,0,21.96,75.93
