stage,central_nervous_system,endoderm,hematopoietic_system,mesenchyme,periderm
2dpf,0,0,5,0,0
3dpf,0,0,2.3,0,0
5dpf,0.52,0,21.19,0.52,0.52
10dpf,0,0.63,9.41,0,0
