stage,central_nervous_system,endoderm,hematopoietic_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,neural_crest,notochord,paraxial_mesoderm,periderm
10hpf,412.92,30.97,0,0,103.23,0,0,10.32,144.52,258.07
12hpf,570.61,26.99,1.93,19.28,186.99,17.35,0,5.78,233.26,177.35
14hpf,407.95,10.03,6.69,53.5,127.07,10.03,0,10.03,107,86.94
16hpf,352.74,10.25,12.3,20.51,149.71,12.3,14.36,4.1,123.05,75.88
19hpf,505.7,4.38,4.38,6.57,39.41,2.19,8.76,0,15.32,56.92
24hpf,455,4,14,21,130,8,6,0,20,35
2dpf,390.35,2.5,20.85,35.87,387.01,92.58,37.53,1.67,28.36,83.41
3dpf,472.36,6.9,4.02,8.62,9.77,25.28,1.72,0,6.9,10.92
5dpf,60.99,2.07,33.08,10.34,49.1,54.27,7.24,3.62,24.29,39.8
10dpf,53.34,0.63,6.9,3.14,2.51,9.41,5.02,0,0.63,1.88
