stage,central_nervous_system,hematopoietic_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,neural_crest,paraxial_mesoderm,periderm
2dpf,1.67,0,0,11.68,50.04,5.84,25.02,0
3dpf,2.3,0,0,2.87,48.84,0,4.02,0.57
5dpf,1.03,0,3.1,5.17,72.87,2.07,11.89,0.52
10dpf,0,0.63,1.26,3.77,43.3,3.14,1.88,0.63
