stage,central_nervous_system,endoderm,hematopoietic_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,neural_crest,notochord,paraxial_mesoderm,periderm
10hpf,6420.87,103.23,30.97,0,1114.88,82.58,0,206.46,2529.12,2353.63
12hpf,5850.72,192.78,36.63,179.28,1501.72,260.25,15.42,356.63,2656.44,1864.13
14hpf,5724.69,90.28,257.48,351.11,1177.04,531.67,96.97,143.79,2196.92,2334.02
16hpf,4759.95,221.49,346.59,330.18,1531.96,609.09,157.91,217.39,2134.9,2428.17
19hpf,7430.09,61.3,153.24,236.43,939.16,387.49,214.54,91.95,770.59,2521.94
24hpf,5344,107,944,349,1431,620,272,40,1992,1292
2dpf,3001.01,80.07,277.75,416.2,1493,2487.21,353.65,100.92,941.67,1463.8
3dpf,7175.02,195.95,283.87,232.16,248.82,3259.96,112.06,1.72,310.31,686.7
5dpf,1160.28,221.2,577.3,709.09,309.58,3749.08,266.17,264.1,750.44,3022.41
10dpf,3854.93,395.35,800.1,604.94,241.6,4056.37,172.57,7.53,658.91,748.02
