stage,central_nervous_system,hematopoietic_system,mesenchyme,paraxial_mesoderm
2dpf,2.5,0,0,0
3dpf,4.02,0,0,0
5dpf,3.1,0.52,2.58,0.52
10dpf,1.26,0,0.63,0.63
