stage,central_nervous_system,endoderm,hematopoietic_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,neural_crest,notochord,paraxial_mesoderm,periderm
10hpf,2002.65,30.97,10.32,0,340.66,0,0,0,846.48,856.8
12hpf,1445.81,21.21,0,26.99,433.74,13.49,1.93,53.98,449.17,399.04
14hpf,367.82,0,3.34,10.03,43.47,0,3.34,10.03,70.22,70.22
16hpf,500.4,12.3,16.41,18.46,170.22,2.05,10.25,8.2,133.3,125.1
19hpf,871.3,4.38,4.38,8.76,120.41,0,2.19,2.19,15.32,83.19
24hpf,1743,12,260,52,468,22,15,4,95,139
2dpf,927.49,14.18,64.22,75.07,818.23,180.99,42.54,4.17,98.42,233.54
3dpf,235.6,1.72,1.72,1.72,0.57,12.64,1.15,0,1.72,3.45
5dpf,126.11,4.65,100.26,22.74,86.83,94.06,7.75,5.69,54.27,76.49
10dpf,49.58,0,3.14,0.63,0,1.88,0,0,0,1.88
