stage,central_nervous_system,endoderm,hematopoietic_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,neural_crest,notochord,paraxial_mesoderm,periderm
10hpf,1331.66,30.97,30.97,0,289.04,30.97,0,61.94,825.84,268.4
12hpf,813.51,30.84,5.78,61.69,279.52,69.4,3.86,36.63,730.62,244.82
14hpf,421.33,3.34,70.22,40.13,177.22,83.6,20.06,0,381.2,170.54
16hpf,414.27,16.41,82.03,16.41,166.12,79.98,28.71,12.3,406.06,145.61
19hpf,748.7,6.57,8.76,4.38,105.08,52.54,30.65,10.95,172.95,70.05
24hpf,311,2,25,3,83,32,16,1,116,26
2dpf,176.82,6.67,5.84,18.35,83.41,125.11,35.03,5,78.4,51.71
3dpf,583.26,9.77,9.77,11.49,15.52,178.14,10.92,0.57,34.48,49.42
5dpf,103.88,9.82,37.21,35.66,27.39,289.94,25.84,14.99,105.43,198.98
10dpf,334.48,18.83,52.09,39.53,29.49,405.39,25.1,0.63,101.66,55.22
