stage,central_nervous_system,endoderm,hematopoietic_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,periderm
3dpf,0,0,0,0,0,0.57,2.3
5dpf,0,0,1.03,0.52,0.52,4.13,16.02
10dpf,0.63,0.63,0,0,0,0,5.65
