stage,central_nervous_system,endoderm,hematopoietic_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,neural_crest,notochord,paraxial_mesoderm,periderm
10hpf,1331.66,0,0,0,61.94,0,0,20.65,299.37,20.65
12hpf,535.91,3.86,0,0,115.67,5.78,0,61.69,566.76,26.99
14hpf,170.54,0,3.34,6.69,86.94,0,0,56.85,541.71,6.69
16hpf,45.12,0,2.05,0,34.86,2.05,0,75.88,321.98,22.56
19hpf,102.89,0,0,4.38,2.19,4.38,0,43.78,135.73,48.16
24hpf,43,0,3,3,11,7,0,20,92,52
2dpf,395.35,5,35.87,26.69,101.76,103.43,15.01,71.73,186.83,258.56
3dpf,825.77,10.92,37.35,10.34,14.94,185.61,4.02,1.15,66.08,152.86
5dpf,342.66,12.92,117.32,42.38,25.84,236.71,13.95,197.95,85.28,695.13
10dpf,478.18,12.55,35.77,15.06,9.41,114.21,7.53,5.65,74.05,70.28
