stage,central_nervous_system,endoderm,mesenchyme,paraxial_mesoderm,periderm
2dpf,2.5,0,0,0.83,34.2
3dpf,0,0,1.15,0,5.75
5dpf,1.03,0,1.55,0.52,43.41
10dpf,0.63,0.63,0.63,0.63,11.3
