stage,central_nervous_system,hematopoietic_system,mesenchyme,periderm
2dpf,0,0,4.17,0.83
3dpf,2.87,0,1.15,0
5dpf,0,3.62,0.52,0.52
10dpf,0,6.9,0.63,0
