stage,central_nervous_system,endoderm,intermediate_mesoderm,mesenchyme,notochord,periderm
24hpf,1,0,0,0,0,0
2dpf,3.34,0,0.83,1.67,0,1.67
3dpf,16.66,0,0,0.57,0,0
5dpf,2.58,0,0.52,2.58,1.55,1.55
10dpf,7.53,0.63,0,0.63,0,0
