stage,central_nervous_system,intermediate_mesoderm,mesenchyme,periderm
2dpf,2.5,0,0,0
3dpf,26.43,0,0.57,0
5dpf,1.55,0.52,1.55,1.03
10dpf,59.62,0.63,1.26,1.26
