stage,central_nervous_system,endoderm,intermediate_mesoderm,lateral_mesoderm,mesenchyme,neural_crest,paraxial_mesoderm,periderm
3dpf,10.34,1.72,0,0.57,0.57,0,0.57,0.57
5dpf,2.07,1.03,0.52,0,2.58,1.55,1.03,3.1
10dpf,22.59,0.63,0.63,0,1.26,0.63,0.63,0
