stage,central_nervous_system,hematopoietic_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,neural_crest,notochord,paraxial_mesoderm,periderm
24hpf,0,0,0,0,0,0,0,1,0
2dpf,6.67,0.83,0,5,8.34,0,0,2.5,2.5
3dpf,22.99,0,0,1.72,7.47,0,0,0.57,1.15
5dpf,2.58,0.52,0.52,0.52,7.24,1.55,0.52,1.03,3.1
10dpf,7.53,0,3.14,0,6.9,0,0,0,2.51
