stage,hematopoietic_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,paraxial_mesoderm,periderm
24hpf,1,0,0,0,0,0
2dpf,5,1.67,4.17,10.84,1.67,0.83
3dpf,1.15,1.15,1.15,14.37,0.57,0.57
5dpf,17.57,0.52,0,5.17,0,0
10dpf,44.55,0,0,2.51,0,0.63
